"X" "Pressure" "Temperature" "Density" "Velocity" "H2" "H" "O" "O2" "OH" "H2O" "HO2" "CH" "CH2" "CH3" "CH4" "CO" "CO2" "HCO" "CH2O" "CH3O" "C2H2" "C2H3" "C2H4" "HCCO" "CH2CO" "CH3CO" "N2" 
0.5497239773148468 324956.3787333636 3143.5744009153923 0.3317626821361844 892.1620573298756 0.0012867407199467897 0.0006622779316475236 0.019237349619759144 0.12061227710688284 0.03562429480048573 0.09186794264675444 6.118905554110036e-05 5.133897665730511e-13 1.4855251015234716e-13 8.012433256131354e-14 1.0617333659609975e-14 0.0977140259874388 0.15957755626241066 4.3404861093103107e-07 1.6129580041614538e-09 9.022409794481658e-15 0.0 0.0 0.0 0.0 9.175891863947936e-16 0.0 0.4733559102567295
0.5503302609574277 324956.35681393027 3143.574384695896 0.3317626621481263 892.1619942381465 0.0012867406961565675 0.00066227790988586 0.019237349035836 0.12061227674872455 0.035624294184004236 0.09186794338056996 6.118905323513405e-05 5.130050540849453e-13 1.4742463176875868e-13 7.098651895812727e-14 1.7653560229314934e-13 0.09771402445896823 0.15957755866320636 4.3404857257824997e-07 1.6129514232901661e-09 9.009187660435371e-15 0.0 0.0 0.0 0.0 8.444853405657893e-16 0.0 0.4733559102567295
0.5509365446362466 324956.3350681202 3143.574368601276 0.3317626423183955 892.1619316461656 0.0012867406725966504 0.0006622778883185913 0.019237348456565113 0.1206122763934111 0.0356242935721148 0.09186794410885249 6.118905094640915e-05 5.13407235399206e-13 1.4859575018720943e-13 8.037563361383128e-14 1.0615812041353256e-14 0.09771402294367063 0.15957756104412268 4.3404853797984135e-07 1.6129580716939954e-09 9.022798793679145e-15 0.0 0.0 0.0 0.0 9.220221283417593e-16 0.0 0.4733559102567295
0.5512466330132109 324956.3239980399 3143.5743604097615 0.331762632223729 892.1618997826351 0.0012867406605752152 0.0006622778773308477 0.019237348161650653 0.12061227621251612 0.03562429326077886 0.09186794447949295 6.118904978134715e-05 5.130237681299769e-13 1.474704608829466e-13 7.125050289168877e-14 9.57915289647316e-14 0.09771402217178432 0.15957756225655342 4.340485177866046e-07 1.6129515797575814e-09 9.009597416300469e-15 0.0 0.0 0.0 0.0 8.494228396078854e-16 0.0 0.4733559102567295
0.5515567213995731 324956.31297146337 3143.574352248817 0.3317626221687337 892.1618680443237 0.0012867406486318927 0.0006622778663909933 0.019237347867851605 0.12061227603246448 0.03562429295056799 0.09186794484874815 6.118904862179729e-05 5.133902531505324e-13 1.4855427738181326e-13 8.013503733954988e-14 1.0617318350534874e-14 0.0977140214035349 0.15957756346364996 4.340485009310008e-07 1.6129576353251818e-09 9.02242220853197e-15 0.0 0.0 0.0 0.0 9.177715241618813e-16 0.0 0.4733559102567295
0.5517117655950979 324956.30747180135 3143.5743481791455 0.33176261715366184 892.161852214389 0.0012867406426645316 0.0006622778609316803 0.019237347721326067 0.12061227594268062 0.035624292795849076 0.09186794503287712 6.118904804260542e-05 5.130552533700807e-13 1.4754850229981921e-13 7.17084186755704e-14 5.347887924930327e-14 0.0977140210201198 0.15957756406590992 4.3404849030804145e-07 1.6129520528253724e-09 9.010309439782576e-15 0.0 0.0 0.0 0.0 8.570840480901208e-16 0.0 0.4733559102567295
0.5518668097929621 324956.30198231846 3143.574344116352 0.33176261214787234 892.1618364137532 0.00128674063671443 0.0006622778554854142 0.019237347575067672 0.1206122758529723 0.03562429264146047 0.09186794521671247 6.118904746561424e-05 5.133617625692332e-13 1.4848330615084183e-13 7.97151122778713e-14 1.0619782063973613e-14 0.09771402063761016 0.1595775646669056 4.3404848239979367e-07 1.6129570636688814e-09 9.02176796393113e-15 0.0 0.0 0.0 0.0 9.1111444378457e-16 0.0 0.4733559102567295
0.552176898198005 324956.2910538603 3143.5743360295983 0.33176260218235115 892.1618049578608 0.001286740624856449 0.0006622778446372983 0.019237347283913315 0.12061227567457547 0.03562429233397417 0.09186794558259997 6.118904631499519e-05 5.130205019588818e-13 1.474633286679811e-13 7.121335138425454e-14 9.575107456667516e-14 0.09771401987565123 0.1595775658637346 4.3404846265585166e-07 1.6129513254688845e-09 9.009536738874911e-15 0.0 0.0 0.0 0.0 8.483680147215647e-16 0.0 0.4733559102567295
0.5524869866123256 324956.28016841103 3143.574327973061 0.3317625922560498 892.1617736257626 0.0012867406130590247 0.0006622778338386483 0.019237346993924008 0.12061227549668463 0.035624292027762176 0.09186794594716731 6.118904517043295e-05 5.133898363345628e-13 1.4855354617251867e-13 8.013069043604185e-14 1.0614789248253196e-14 0.09771401911717678 0.15957756705547207 4.3404844605770716e-07 1.6129574387873253e-09 9.022413488066473e-15 0.0 0.0 0.0 0.0 9.176633363377306e-16 0.0 0.4733559102567295
0.5527083938648393 324956.27242220414 3143.574322241001 0.3317625851923836 892.1617513294927 0.0012867406046534492 0.0006622778261520976 0.01923734678760442 0.12061227537017526 0.03562429180974477 0.0918679462065338 6.118904435425233e-05 5.130360112027367e-13 1.4750124353023536e-13 7.143167367842775e-14 7.15860095081763e-14 0.09771401857701313 0.15957756790393146 4.340484315687187e-07 1.6129515038666276e-09 9.009876153296495e-15 0.0 0.0 0.0 0.0 8.524159643898462e-16 0.0 0.4733559102567295
0.5529298011220538 324956.2646975618 3143.5743165238996 0.3317625781483821 892.1617290952929 0.0012867405962845632 0.0006622778184875156 0.019237346581807497 0.12061227524387068 0.035624291592550913 0.0918679464651705 6.118904354222221e-05 5.133776392925798e-13 1.485234445817501e-13 7.995412819282902e-14 1.0617225101612022e-14 0.09771401803868733 0.15957756874975573 4.3404842011287533e-07 1.612957130845941e-09 9.022137405171773e-15 0.0 0.0 0.0 0.0 9.14766353439887e-16 0.0 0.4733559102567295
0.5533726156551656 324956.2493476992 3143.5743051654676 0.331762564151042 892.1616849130655 0.0012867405796277522 0.0006622778032518362 0.019237346172793664 0.12061227499336404 0.03562429116070072 0.09186794697905577 6.118904192724381e-05 5.130110153538128e-13 1.474402115037676e-13 7.107787853783098e-14 1.3195568286758183e-13 0.09771401696844709 0.1595775704307873 4.340483928402273e-07 1.6129509146018721e-09 9.00932307022313e-15 0.0 0.0 0.0 0.0 8.460851865232086e-16 0.0 0.4733559102567295
0.553815430206853 324956.2340858794 3143.5742938697986 0.3317625502339881 892.1616409842557 0.0012867405630861781 0.0006622777881097361 0.019237345766239176 0.12061227474394154 0.03562429073138228 0.09186794749023199 6.118904032091393e-05 5.13399945860553e-13 1.4857878429482923e-13 8.02779391580785e-14 1.0615397570290064e-14 0.09771401590513337 0.1595775721015131 4.340483690209128e-07 1.6129573582675037e-09 9.022639938745473e-15 0.0 0.0 0.0 0.0 9.202498847428173e-16 0.0 0.4733559102567295
0.5540802671342052 324956.2249949603 3143.5742871427615 0.33176254194409827 892.1616148174376 0.00128674055321993 0.0006622777790851061 0.019237345524050656 0.12061227459545994 0.035624290475664136 0.09186794779458612 6.118903936465021e-05 5.130289234599306e-13 1.4748404161153716e-13 7.133052519067808e-14 8.344300383013956e-14 0.09771401527126036 0.15957757309715387 4.3404835220428413e-07 1.612951104422124e-09 9.00971564530824e-15 0.0 0.0 0.0 0.0 8.507776104475522e-16 0.0 0.4733559102567295
0.554345104068153 324956.21593435755 3143.5742804368692 0.33176253368185393 892.1615887378805 0.0012867405434031209 0.0006622777700954055 0.019237345282591276 0.12061227444742123 0.035624290220929285 0.0918679480979482 6.118903841201516e-05 5.133844254730878e-13 1.48540710943959e-13 8.005609479086755e-14 1.0617348802122055e-14 0.09771401463993767 0.1595775740891022 4.340483385899882e-07 1.6129569728222872e-09 9.022292968189376e-15 0.0 0.0 0.0 0.0 9.164412900021803e-16 0.0 0.4733559102567295
0.5548747779622294 324956.1979512839 3143.5742671298844 0.3317625172833275 892.1615369763588 0.0012867405238867775 0.0006622777522454304 0.019237344803554948 0.1206122741538051 0.035624289714873185 0.09186794870006874 6.118903651936003e-05 5.130069856611976e-13 1.4743073399135455e-13 7.102288794462056e-14 1.5564435669701412e-13 0.09771401338600949 0.15957757605863268 4.340483068461571e-07 1.6129505462525162e-09 9.009234053362352e-15 0.0 0.0 0.0 0.0 8.451291120671255e-16 0.0 0.4733559102567295
0.5554044518823054 324956.1800928263 3143.5742539122693 0.3317625009984384 892.1614855735254 0.0012867405045325815 0.0006622777345300442 0.01923734432785 0.12061227386177359 0.0356242892126084 0.09186794929813126 6.118903464170406e-05 5.134038880600007e-13 1.485888934216173e-13 8.033684088914984e-14 1.0615655227209425e-14 0.0977140121415618 0.15957757801397235 4.340482787394049e-07 1.612957120476336e-09 9.022728260862572e-15 0.0 0.0 0.0 0.0 9.213131248759615e-16 0.0 0.4733559102567295
0.5556942132698345 324956.17036558746 3143.57424671429 0.33176249212829967 892.1614575751587 0.0012867404939768 0.000662277724876445 0.01923734406870432 0.12061227370300862 0.0356242889388702 0.09186794962381445 6.118903361582177e-05 5.130254844416994e-13 1.4747601351939367e-13 7.128380010259778e-14 9.024502210525884e-14 0.0977140114633276 0.15957757907928158 4.340482607975298e-07 1.6129507285677412e-09 9.009639333903138e-15 0.0 0.0 0.0 0.0 8.499926581870014e-16 0.0 0.4733559102567295
0.5559839746650823 324956.1606741295 3143.5742395413904 0.3317624832907895 892.1614296797816 0.0012867404834739232 0.0006622777152610598 0.019237343810525474 0.12061227354461161 0.035624288666275226 0.09186794994838941 6.118903259745882e-05 5.133873921681751e-13 1.4854852640152748e-13 8.01022420124155e-14 1.0617336942639213e-14 0.0977140107880642 0.15957758014027362 4.340482461598168e-07 1.6129567089774528e-09 9.022361252933972e-15 0.0 0.0 0.0 0.0 9.172153994863354e-16 0.0 0.4733559102567295
0.5565634974861948 324956.1414531287 3143.5742253184408 0.3317624657634192 892.1613743550768 0.0012867404626168586 0.0006622776961804041 0.019237343298410942 0.12061227323084889 0.035624288125534635 0.0918679505918609 6.118903057473712e-05 5.130050341758378e-13 1.474264258671793e-13 7.099814652843546e-14 1.6923785801711918e-13 0.0977140094478279 0.1595775822453468 4.340482123268534e-07 1.6129501862625127e-09 9.00919182949867e-15 0.0 0.0 0.0 0.0 8.44692437295251e-16 0.0 0.4733559102567295
0.5571430203376935 324956.1223769756 3143.574211199314 0.33176244836813534 892.1613194472934 0.0012867404419426185 0.0006622776772633457 0.019237342790290587 0.12061227291907299 0.03562428758875912 0.09186795123079901 6.11890285669521e-05 5.134055218636438e-13 1.485933770357798e-13 8.036309914372169e-14 1.061575337275461e-14 0.09771400811857756 0.1595775843339373 4.3404818219186463e-07 1.6129568189947736e-09 9.022765463048035e-15 0.0 0.0 0.0 0.0 9.217926589697524e-16 0.0 0.4733559102567295
0.5574461632928152 324956.112444333 3143.574203849404 0.3317624393106945 892.1612908577033 0.001286740431162041 0.0006622776674020344 0.019237342525677454 0.12061227275683777 0.03562428730938653 0.09186795156332793 6.118902752108892e-05 5.130237035814259e-13 1.4747212074637644e-13 7.126138015650813e-14 9.389627538483324e-14 0.09771400742600626 0.1595775854217555 4.340481638967468e-07 1.6129503636606746e-09 9.009600653611278e-15 0.0 0.0 0.0 0.0 8.496101407495967e-16 0.0 0.4733559102567295
0.5577493062561811 324956.1025499061 3143.5741965262755 0.3317624302881026 892.1612623781114 0.0012867404204412942 0.0006622776575829606 0.019237342262066366 0.12061227259510096 0.03562428703117997 0.09186795189465512 6.118902648168917e-05 5.133886850909247e-13 1.4855222051977632e-13 8.012419249542994e-14 1.0617316053590881e-14 0.09771400673661106 0.15957758650495343 4.340481489384731e-07 1.6129563985600869e-09 9.022391677131709e-15 0.0 0.0 0.0 0.0 9.175873446880549e-16 0.0 0.4733559102567295
0.5583555922156047 324956.0829323156 3143.5741820096805 0.3317624123990932 892.1612059118836 0.0012867403991591974 0.0006622776381129242 0.019237341739426934 0.12061227227511577 0.03562428647892612 0.09186795255149617 6.118902441551227e-05 5.130039823043612e-13 1.474243464746112e-13 7.098639463507188e-14 1.7653560844637605e-13 0.09771400536876605 0.15957758865337018 4.3404811441866826e-07 1.6129498309589025e-09 9.009169717753722e-15 0.0 0.0 0.0 0.0 8.444836357235527e-16 0.0 0.4733559102567295
0.558961878207458 324956.063471919 3143.5741676062985 0.33176239465342866 892.1611498981144 0.0012867403780650094 0.0006622776188054926 0.019237341221065945 0.12061227195658292 0.03562428593190823 0.09186795320312502 6.118902237059321e-05 5.13406171833592e-13 1.4859546521885662e-13 8.037549504204284e-14 1.0615794706401234e-14 0.09771400401256769 0.15957759078430567 4.3404808366868125e-07 1.6129564927801055e-09 9.022780975920783e-15 0.0 0.0 0.0 0.0 9.220203028225472e-16 0.0 0.4733559102567295
0.5592719677443743 324956.0535650716 3143.5741602754715 0.33176238561951304 892.1611213827719 0.0012867403673129034 0.0006622776089709725 0.019237340957092546 0.12061227179491602 0.03562428565319755 0.0918679535348043 6.1189021326995e-05 5.130227098345236e-13 1.474701790341093e-13 7.125037925108742e-14 9.579152039874289e-14 0.09771400332187383 0.15957759186916481 4.3404806540861745e-07 1.6129500075807924e-09 9.009579698488883e-15 0.0 0.0 0.0 0.0 8.49421139232682e-16 0.0 0.4733559102567295
0.5595820572897013 324956.0436968111 3143.57415297159 0.3317623766207848 892.1610929784956 0.0012867403566180946 0.0006622775991813979 0.01923734069419469 0.12061227163367316 0.0356242853755952 0.0918679538653194 6.118902028922965e-05 5.133891987182413e-13 1.4855399499320123e-13 8.013490079677209e-14 1.0617301217696008e-14 0.09771400263432974 0.1595775929494551 4.340480504934993e-07 1.6129560698779297e-09 9.022404544338206e-15 0.0 0.0 0.0 0.0 9.177697284152928e-16 0.0 0.4733559102567295
0.5597371020644624 324956.038775146 3143.5741493296186 0.3317623721327876 892.1610788122364 0.0012867403512712768 0.0006622775942960234 0.01923734056305963 0.1206122715532958 0.0356242852371801 0.09186795403012252 6.118901977084216e-05 5.130542017655368e-13 1.475482220070342e-13 7.170829440428148e-14 5.347886694489182e-14 0.09771400229123353 0.159577593488365 4.340480408399851e-07 1.6129504907576387e-09 9.010291833485999e-15 0.0 0.0 0.0 0.0 8.570823353896942e-16 0.0 0.4733559102567295
0.5598921468413169 324956.0338623791 3143.574145693567 0.3317623676529046 892.1610646715892 0.001286740345950209 0.0006622775894204418 0.019237340432176963 0.1206122714730428 0.03562428509898637 0.09186795419464283 6.118901925491118e-05 5.13360712771445e-13 1.4848302520071759e-13 7.971497759488521e-14 1.0619765044264861e-14 0.09771400194894031 0.1595775940261716 4.340480338981472e-07 1.6129555049709719e-09 9.021750377683527e-15 0.0 0.0 0.0 0.0 9.11112674598556e-16 0.0 0.4733559102567295
0.5602022364033621 324956.0240820287 3143.574138456237 0.3317623587343413 892.1610365203487 0.0012867403353327951 0.0006622775797173458 0.019237340171684394 0.12061227131321862 0.0356242848237749 0.09186795452208536 6.118901822464728e-05 5.130194572199534e-13 1.474630504575132e-13 7.121322949094563e-14 9.5751069583461e-14 0.09771400126676108 0.15957759509764874 4.3404801606929587e-07 1.6129497734180152e-09 9.009519248108356e-15 0.0 0.0 0.0 0.0 8.483663408159276e-16 0.0 0.4733559102567295
0.5605123259737103 324956.0143401574 3143.574131245897 0.331762349850867 892.1610084798647 0.0012867403247817436 0.0006622775700502906 0.019237339912129937 0.12061227115408348 0.03562428454976896 0.09186795484831231 6.118901720029842e-05 5.133887953998472e-13 1.4855326740874595e-13 8.013055572053568e-14 1.0614772425736332e-14 0.0977140005880385 0.1595775961640781 4.340480013838283e-07 1.6129558933598861e-09 9.022396050005525e-15 0.0 0.0 0.0 0.0 9.176615648412744e-16 0.0 0.4733559102567295
0.5607337340356239 324956.0074082676 3143.5741261164308 0.3317623435297752 892.1609885274813 0.0012867403172620168 0.0006622775631692668 0.019237339727427496 0.12061227104091089 0.03562428435480379 0.09186795508033124 6.11890164709798e-05 5.13034974090295e-13 1.4750096723895754e-13 7.143155198679669e-14 7.158599803781743e-14 0.0977140001046619 0.15957759692331222 4.340479882661813e-07 1.612949963229047e-09 9.009858789888647e-15 0.0 0.0 0.0 0.0 8.524142897156355e-16 0.0 0.4733559102567295
0.5609551421017447 324956.000494909 3143.5741209995554 0.331762337225582 892.1609686284376 0.001286740309768189 0.0006622775563110903 0.019237339543272832 0.12061227092794495 0.03562428416028543 0.09186795531190914 6.118901574353972e-05 5.133766047634876e-13 1.4852316761193384e-13 7.995399478395667e-14 1.0617208289116822e-14 0.09771399962299497 0.15957759768011265 4.3404797815943846e-07 1.6129555948812486e-09 9.022120074612876e-15 0.0 0.0 0.0 0.0 9.147646004393504e-16 0.0 0.4733559102567295
0.5613979582507058 324955.9867581958 3143.5741108347565 0.33176232469926986 892.1609290894132 0.0012867402948605786 0.0006622775426742012 0.019237339177284034 0.12061227070372732 0.035624283773819196 0.0918679557717928 6.118901429771836e-05 5.130099878122033e-13 1.4743993794084492e-13 7.107775906733615e-14 1.3195568071991582e-13 0.09771399866517315 0.15957759918450956 4.340479535848596e-07 1.6129493880357214e-09 9.009305867412044e-15 0.0 0.0 0.0 0.0 8.460835471657074e-16 0.0 0.4733559102567295
0.5618407744162912 324955.97309957666 3143.5741007253873 0.3317623122441716 892.1608897751707 0.001286740280053278 0.0006622775291232931 0.019237338813370183 0.12061227048051307 0.03562428338971672 0.09186795622925784 6.118901285990322e-05 5.133989238307661e-13 1.4857851051222383e-13 8.027780637171706e-14 1.0615380966130101e-14 0.09771399771363729 0.15957760067960716 4.3404793243948184e-07 1.6129558409533582e-09 9.022622817354224e-15 0.0 0.0 0.0 0.0 9.202481367830278e-16 0.0 0.4733559102567295
0.5621056122922923 324955.96496372443 3143.5740947049385 0.3317623048252053 892.1608663573663 0.0012867402712296496 0.0006622775210479402 0.019237338596702836 0.12061227034765282 0.035624283160698204 0.09186795650164314 6.1189012005011e-05 5.130279058627429e-13 1.474837705646254e-13 7.133040607686436e-14 8.34429932594853e-14 0.09771399714623225 0.15957760157081174 4.340479172301773e-07 1.6129495927324027e-09 9.009698608748371e-15 0.0 0.0 0.0 0.0 8.507759717154781e-16 0.0 0.4733559102567295
0.5623704501741963 324955.9568545684 3143.5740887029365 0.3317622974305832 892.1608430164026 0.0012867402624437598 0.0006622775130049432 0.019237338380685826 0.1206122702151194 0.03562428293256689 0.09186795677321524 6.118901115224236e-05 5.133834109679756e-13 1.4854043928507163e-13 8.005596364646676e-14 1.0617332310039006e-14 0.09771399658115366 0.15957760245867564 4.340479051968121e-07 1.612955466616642e-09 9.02227597298765e-15 0.0 0.0 0.0 0.0 9.16439566012113e-16 0.0 0.4733559102567295
0.5629001259614339 324955.94076146017 3143.574076794514 0.33176228275551195 892.1607966948566 0.001286740244977409 0.0006622774970290936 0.019237337951890383 0.1206122699524234 0.035624282479863684 0.09186795731195714 6.11890094580246e-05 5.130059792439419e-13 1.4743046607881772e-13 7.102277109642366e-14 1.5564435755805078e-13 0.09771399545897902 0.1595776042211916 4.3404787662082276e-07 1.6129490510508095e-09 9.009217204470535e-15 0.0 0.0 0.0 0.0 8.451275092963341e-16 0.0 0.4733559102567295
0.56342980177194 324955.9247789269 3143.574064964891 0.33176226818127363 892.1607506915836 0.00128674022764705 0.0006622774811732611 0.019237337526355643 0.12061226969089589 0.03562428203017531 0.09186795784741643 6.118900777798411e-05 5.13402888261374e-13 1.4858862556625028e-13 8.033671082564168e-14 1.0615638994455323e-14 0.09771399434535802 0.159577605970973 4.340478516544222e-07 1.6129556362486104e-09 9.022711511478571e-15 0.0 0.0 0.0 0.0 9.21311411700359e-16 0.0 0.4733559102567295
0.5637195641756203 324955.9160742281 3143.5740585236067 0.3317622602435865 892.1607256364414 0.0012867402182078062 0.0006622774725339112 0.019237337294269387 0.12061226954896702 0.035624281785427425 0.09186795813867453 6.118900686026741e-05 5.130244893219252e-13 1.4747574848125034e-13 7.128368375585385e-14 9.024501270062865e-14 0.09771399373837666 0.15957760692432799 4.340478354268133e-07 1.6129492502501163e-09 9.009622673657714e-15 0.0 0.0 0.0 0.0 8.499910578364057e-16 0.0 0.4733559102567295
0.5640093265862087 324955.90740042937 3143.5740521036473 0.3317622523340771 892.1607006702404 0.001286740208814018 0.0006622774639311313 0.019237337063199397 0.12061226940726752 0.035624281541375966 0.09186795842914304 6.118900594743871e-05 5.133864003720894e-13 1.485482608066694e-13 8.010211371234511e-14 1.061732085923607e-14 0.09771399313396513 0.1595776078739958 4.340478224762441e-07 1.6129552364971057e-09 9.022344638404484e-15 0.0 0.0 0.0 0.0 9.172137122559401e-16 0.0 0.4733559102567295
0.5645888514347852 324955.8901992505 3143.5740393752703 0.3317622366485766 892.1606511592829 0.0012867401901446246 0.0006622774468545474 0.019237336604883745 0.12061226912650182 0.035624281057486586 0.09186795900498747 6.118900413777487e-05 5.130040509898436e-13 1.4742616415020903e-13 7.099803244895233e-14 1.692378616219331e-13 0.09771399193452834 0.1595776097578412 4.340477920302823e-07 1.6129487255542006e-09 9.00917536954586e-15 0.0 0.0 0.0 0.0 8.446908728247743e-16 0.0 0.4733559102567295
0.5651683763105546 324955.8731278011 3143.57402673966 0.33176222108137604 892.1606020217316 0.0012867401716417767 0.0006622774299184463 0.019237336150122804 0.1206122688474735 0.0356242805772964 0.09186795957679131 6.118900234333394e-05 5.134045458092709e-13 1.485931155170895e-13 8.036297197459477e-14 1.0615737451910405e-14 0.09771399074520015 0.1595776116265824 4.3404776526122585e-07 1.6129553700075793e-09 9.022749111414247e-15 0.0 0.0 0.0 0.0 9.21790984038651e-16 0.0 0.4733559102567295
0.5654715203049481 324955.86423896096 3143.574020162012 0.33176221297577546 892.160576436567 0.0012867401619835366 0.0006622774210976446 0.01923733591326259 0.12061226870262516 0.0356242803270126 0.09186795987455584 6.118900140804199e-05 5.130227323155065e-13 1.4747186207300306e-13 7.126126665516681e-14 9.389626691336705e-14 0.09771399012569877 0.15957761259959136 4.340477487218062e-07 1.6129489208282248e-09 9.009584392747383e-15 0.0 0.0 0.0 0.0 8.496085796814949e-16 0.0 0.4733559102567295
0.5657746643067199 324955.8553838307 3143.5740136078853 0.33176220490091485 892.1605509484311 0.0012867401523975067 0.0006622774123102496 0.019237335677373728 0.1206122685577641 0.03562428007808726 0.09186796017098613 6.118900047516402e-05 5.133877172262481e-13 1.4855196132410092e-13 8.012406723640114e-14 1.0617300386671308e-14 0.09771398950852893 0.15957761356930697 4.3404773548065815e-07 1.6129549616263145e-09 9.022375463272669e-15 0.0 0.0 0.0 0.0 9.175856972176475e-16 0.0 0.4733559102567295
0.5663809523395176 324955.83782906743 3143.5740006178685 0.33176218889299064 892.1605004197352 0.001286740133344036 0.0006622773948851389 0.019237335209573884 0.12061226827117558 0.03562427958439008 0.09186796075856407 6.118899862831972e-05 5.130030232484659e-13 1.4742409118868512e-13 7.098628339334329e-14 1.7653561408031227e-13 0.09771398828428075 0.15957761549210073 4.34047704428899e-07 1.6129484061133135e-09 9.009153661399665e-15 0.0 0.0 0.0 0.0 8.444821102801151e-16 0.0 0.4733559102567295
0.5669872404013399 324955.8204119864 3143.5739877262426 0.3317621730106184 892.1604502873365 0.0012867401144745496 0.0006622773776081586 0.019237334745734132 0.12061226798639683 0.0356242790943267 0.09186796134194482 6.118899679536317e-05 5.134052199717608e-13 1.4859521017550942e-13 8.037537098364445e-14 1.061577940961593e-14 0.09771398707067466 0.15957761739899168 4.340476770747257e-07 1.6129550796869802e-09 9.022765029926211e-15 0.0 0.0 0.0 0.0 9.220186687196296e-16 0.0 0.4733559102567295
0.5672973309763383 324955.81154602533 3143.573981165579 0.3317621649258833 892.1604247680259 0.001286740104853913 0.0006622773688074786 0.01923733450953991 0.12061226784161597 0.035624278844916334 0.09186796163872599 6.118899586119295e-05 5.130217627099959e-13 1.4746992679248116e-13 7.125026859850012e-14 9.579151294199025e-14 0.09771398645235836 0.15957761837012938 4.3404766055723564e-07 1.6129486005396488e-09 9.009563842176627e-15 0.0 0.0 0.0 0.0 8.494196174175735e-16 0.0 0.4733559102567295
0.567607421558814 324955.80277303257 3143.5739746819977 0.3317621569259249 892.1603995163102 0.0012867400950640061 0.0006622773595265497 0.019237334274409615 0.12061226769767457 0.03562427860741786 0.09186796193528142 6.118899514171314e-05 5.133882582516231e-13 1.4855374335102278e-13 8.013477914931078e-14 1.0617285823737834e-14 0.09771398585750436 0.15957761930478156 4.340476485522041e-07 1.6129546759129422e-09 9.02238876623127e-15 0.0 0.0 0.0 0.0 9.177681275023917e-16 0.0 0.4733559102567295
0.5677624668519391 324955.7983448503 3143.5739713980115 0.3317621528879331 892.1603867704657 0.0012867400902803123 0.0006622773555301592 0.01923733415631212 0.12061226763094073 0.035624278473453445 0.09186796208478765 6.118899449012699e-05 5.13053260888509e-13 1.475479712821373e-13 7.170818329545715e-14 5.347885593616376e-14 0.09771398554444007 0.15957761979650592 4.340476387270021e-07 1.6129490939472992e-09 9.010276082510285e-15 0.0 0.0 0.0 0.0 8.570808044952532e-16 0.0 0.4733559102567295
0.5679175121469398 324955.79394362896 3143.573968139042 0.3317621488745266 892.1603741022241 0.0012867400856227437 0.0006622773512442356 0.019237334039119737 0.12061226755917759 0.035624278348574255 0.09186796223104635 6.11889940155151e-05 5.133597733374955e-13 1.4848277379686211e-13 7.971485708764396e-14 1.0619749768374299e-14 0.09771398523458297 0.15957762028334807 4.3404763258908144e-07 1.6129541104296506e-09 9.021734641350437e-15 0.0 0.0 0.0 0.0 9.111110918751832e-16 0.0 0.4733559102567295
0.5682276027444024 324955.7851893951 3143.5739616604524 0.33176214089167483 892.1603489045024 0.00128674007620359 0.0006622773425999188 0.0192373338063507 0.12061226741450067 0.03562427810266941 0.09186796252276867 6.118899309123701e-05 5.130185223300532e-13 1.474628015051107e-13 7.121312042026902e-14 9.575106510450606e-14 0.09771398462036614 0.15957762124804084 4.3404761646396974e-07 1.6129483847083122e-09 9.009503597144663e-15 0.0 0.0 0.0 0.0 8.483648430781974e-16 0.0 0.4733559102567295
0.568537693349297 324955.7764697343 3143.573955206153 0.3317621329403503 892.1603238062949 0.0012867400667847962 0.0006622773339741073 0.019237333574441278 0.12061226727071693 0.035624277857666135 0.09186796281418286 6.118899217304018e-05 5.133878639167059e-13 1.4855301795749742e-13 8.013043515753041e-14 1.061475730775722e-14 0.09771398401073653 0.1595776222059095 4.3404760348273454e-07 1.612954510534079e-09 9.02238044585587e-15 0.0 0.0 0.0 0.0 9.17659979584621e-16 0.0 0.4733559102567295
0.5687591021355104 324955.7702658234 3143.573950615231 0.33176212728309945 892.1603059492872 0.0012867400600655647 0.0006622773278245008 0.01923733340938528 0.12061226716871395 0.035624277683315414 0.0918679630215734 6.11889915195212e-05 5.130340460136813e-13 1.4750071999611254e-13 7.143144309114224e-14 7.158598770720957e-14 0.0977139835770969 0.15957762288699556 4.340475915797236e-07 1.612948584613227e-09 9.00984325237503e-15 0.0 0.0 0.0 0.0 8.52412791139505e-16 0.0 0.4733559102567295
0.5689805109254891 324955.76407838095 3143.573946035434 0.33176212164086616 892.1602881396818 0.0012867400533686552 0.0006622773216937303 0.01923733324470062 0.12061226706711732 0.0356242775093743 0.09186796322861024 6.118899086858737e-05 5.133756790158299e-13 1.4852291976301506e-13 7.995387537211968e-14 1.0617193278903859e-14 0.09771398314528337 0.15957762356546507 4.3404758268598124e-07 1.6129542204733269e-09 9.022104566638e-15 0.0 0.0 0.0 0.0 9.147630315389453e-16 0.0 0.4733559102567295
0.5694233285204102 324955.75178416417 3143.5739369378352 0.33176211042996034 892.1602527526622 0.0012867400400268887 0.0006622773095005734 0.019237332917379737 0.12061226686583945 0.03562427716351427 0.09186796364005201 6.118898957328091e-05 5.130090682807115e-13 1.4743969313056193e-13 7.107765215228926e-14 1.3195567882849596e-13 0.09771398228713231 0.15957762491325672 4.3404756050852644e-07 1.6129480219450221e-09 9.009290473429796e-15 0.0 0.0 0.0 0.0 8.460820801077935e-16 0.0 0.4733559102567295
